Seller,Product,Price,Quality,Likes,Comments
ranaazharas,Extron HDMI Splitter AOWL71A /AOWL1T83 @$20 Each,S$20,"Qty : 1pc ($20 Each)  Unknown condition. Not tested. Selling as it is. Model no : AOWL71A. USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my nam",1,New Carouseller
pocket.money,"Bluetooth 5.0 Wireless Earbuds, ENACFIRE Future Wireless Bluetooth Headphones with 18H Playtime Deep Bass Stereo Sound 33-66 ft Bluetooth Range Elegant Portable Charging Case, Built-in Mic",S$50,New, ,"[HI-Fi Stereo Sond Quality] Thanks to ENACFIRE’s advanced passive noise cancellation technology, you can hear your music with no distortion even in less ideal environments. Super Heavy bass allows you to turn up when you want to tune out. Comfortable material fits perfectly in your ears - no adjustm"
s512512,ATC SCM11 v2 speakers (made in England),"S$1,300",Used,50,Letting go a pair of award winning ATC SCM11v2 at $1300 firm. In perfect working condition and no major scratch. Sealed box design hence less fussy on speaker placement. Self-collect at my place as speaker weight ~9kg each. Review and specs: http://atcloudspeakers.co.uk/wp-content/uploads/2016/04/HI
mohan786,Deco M9 plus twin pack AC2200,S$285,New,2,A Deco M9 Plus two-pack delivers Wi-Fi to an area of up to 4500 square feet. ... Specifications. WIRELESS FEATURES Frequency	2.4 GHz and 5 GHz Signal Rate	867 Mbps at 5 GHz (1) 867 Mbps at 5 GHz (2) 400 Mbps at 2.4 GHz
citrimobilesg,Huawei Mate 10 20 P10  iPhone Crack Back LCD Glass Repair,S$0,"✅Huawei iPhone Phone(All Models) Repair Service Provider
 ✅Citri Mobile Professional Phone Repair
 ✅All Brands Available
 ✅手机维修服务20分钟
 
 
 📍Fast On the spot Repair Within 30 minutes
 
 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
 To Call : +65 87114144	
 To Message 
 1. (WhatsApp Only) : +65 87114144
 
 Whatsapp Here: https://",39,Spotlight
trustedreview,24v 7S2P ADVANCED BATTERY Pack 7Ah,S$100,New,3,24v 7S2P ADVANCED BATTERY Pack  7Ah High Density Pack Brand New. Not use due to wrong volt size Serious buyer only  Will deliver it to you COD
50percentofff,Boltune earbuds.,S$35,New,2,brand new boltune earbuds. nice design.  its like a custom design of a ipod.
gudealz,"RICRIS 54W UV Led Nail Lamp Nail Gel Light Professional Nail Art Lamp Curing Nail Light,Led Nail Polish Dryer Curing Lamp",S$48," [ECOMONICAL AND PRACTICAL GEL NAIL LAMP]: With 36pcs UV/LED beads and high power for professionl nails curing, each led smd includes 2 kinds of wavelength 365nm and 405nm, a new advanced technology covers a wider range of ultraviolet band, suitable and guaranteed for drying UV led nail gel,nail bui",3,New Carouseller
baanmovers,(MTI approved)Cheap house movers,S$50,house moving disposal furniture,344,Spotlight
hellomagenta,Microsoft Surface Pro (5th),S$850,Used,7,"https://www.microsoft.com/en-us/p/surface-pro-5th-gen/8nkt9wttrbjk?activetab=pivot:overviewtab  - Windows 10 Pro - Intel Core i5 Processor  - 256GB SSD - 8GB RAM  Understanding the importance of safe and secure shopping, we provide our customers with a broad range of secure payment options. Be assur"
eminem07,Bowers & Wilkins (B&W) and Denon / Home Theater System Speaker Set,"S$2,800",Used,53,"Excellent sound quality. Condition is really pristine. Selling as to be upgrade. Details below: Bowers & Wilkins 684 S2 Floor Standing Speaker (1 pair) 600 Series 684 S2 Dual 5"" 2-Way Floorstanding Loudspeaker – Black Ash https://www.cnet.com/products/b-w-600-series-684-speaker-wired-series/ Bowers "
bizelec,BT Speaker - Anker,S$28,New,6,Brand New Model: Soundcore Without original box *** Price excludes delivery. Buyer to self collect or arrange with delivery service ***
angelotoh,Price reduced Casio Electronic Dictionary Translator,S$80,Used,24,Selling this barely used Casio electronic dictionary which is dedicated to learn Japanese. But also capable doing translation job between English-Janpanese Mandarin-Japanese as well. ⚠️Condition 9.9/10 Bought 2 years ago while learning Japanese.  Everything working fine No major scratch or dents Wri
sg.iphonerepairs,"iPhone Battery Repair, iPhone Battery, iPhone Repair",S$0,"iPhone Battery Replacement, iPhone Battery, iPhone Battery Repair, Phone Battery, iPhone Repair, iPhone Repair Service, Phone Repair   ✳️ iPhone Repair, Battery Replacement
 Original Grade iPhone Battery Repair
 
 YIYUN Mobile iPhone Repair 
 📍Jurong📍Kovan📍Orchard📍Woodland
 
 SG trusted Phone Repair",112,Spotlight
teh12345,Apple TV 4k 32gb,S$228,Used,2,Used sparingly as backup.  As good as new.
iloveairpod2,AirPod pro,S$170,New,37,AIRPOD PRO🎁 $170 Connect to all phone !  ⭕️WARRANTY ⭕️SERIAL NUMBER  ⭕️NOISE CANCELLATION  ⭕️GPS FIND MY IPHONE ⭕️ACCESS BLUETOOTH SETTINGS ⭕️CUSTOMIZE NAME ⭕️POP UP FUNCTION / SIRI ⭕️WIRELESS CHARGING ⭕️TRANSPARENCY MODE    Welcome distributors to sell & earn some income 💯♥️  
laxsell,Ultrasonic Cleaner Machine,S$50,New, ,100% BRAND NEW:  VLOXO Ultrasonic Cleaner Sonic Jewellery Cleaner Machine 600ml 50W Ultrasonic Bath with Cleaning Basket for Jewelry Silver Rings Necklace Shavers Dentures Glasses Watches Coins Razors Tattoo Tools by VLOXO  【POWERFUL UITRASONIC CLEANER】The ultrasonic cleaning machine with 50 watts o
ranaazharas,XDA PW10A1 Pocket PC For Sale @$40 Each,S$40,"Qty: 1 pc.
 Can be power on but no further testing has been done.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , that so important ",1,New Carouseller
ctlaltdel,MacBook air 2018 16 GB RAM 128 GB SSD,"S$1,300",Used,34,"Used MacBook air 2018 16 GB RAM 128 GB SSD Always protected with a shell, keyboard covered with a film Condition 9.5/10 Selling as I also have a iMac"
mikenggc,Thorens Turntable TD-203,S$950,Used,1,Remarkable Thorens Turntable   With Ortofon 2M Red cartridge   Lightly used.  With original box and AT Cartridge.  https://thorens.com/en/other-models.html?id=68
sally.property,209A COMPASSVALE LANE,"S$380,000",731 sqft,13,Spotlight
art007,"Surface Pro 7 for Business - Platinum, Intel Core i5, 8GB, 256GB","S$1,700",New,28,"Price dropped to 1700 from 1850 during period of lockdown only.  No negotiations, comes with remainder warranty till Dec.   Brand New - Unused   Surface Pro 7 for Business - Platinum, Intel Core i5, 8GB, 256GB, Windows 10 Pro..   This is the Business Edition not the home edition which comes with Win"
w1695,Osim uCozy 3D massage,S$30,Used, ,Used item. Worked well 
leileii123,Asus Wireless Router AC2600,S$130,New,1,Selling *NEW* Wireless router as i am not using it. still wrapped in plastic sheet. Got myself Asus Trio instead as it is more suitable for my home.  Selling away to interested parties who needs this. Can deal at $120 for fast dealer. let me know soon. :)
xiaocheapz,"12V/24V Waterproof Dual USB Fast Charger Socket Power Outlet Adapter 24W 4.8A (2.4A & 2.4A) for Car, Marine, Boat, Motorcycle, Truck and More with Wire Fuse",S$26,New,2,"[4.8A Fast Charge] -- Charge two devices simultaneously at high speed with 5V 2.4A of dedicated adaptive power output per USB port
 
 [Safety Protection] -- Built-in safeguards protect your devices against over-heat, over-current, over-voltage, overload, under-voltage and short-circuit
 
 [Easy to I"
joycelynwong,Treasure at Tampines Direct Developer,"S$728,000",463 sqft,13,Spotlight
susan.yong.585,Asus Rounter AC2600,S$120,New,3,Selling New Asus wirless router. still wrapped in plastic .
ranaazharas,Kramer Video Audio Switcher @$25 Each,S$25,"Unknown condition. Not tested. Selling as it is. Model no : VS-41AV USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , that so im",1,New Carouseller
haypants_luxury_goods,"Samsung Monitor 20""",S$60,Used,8,model no. S2B300B fully working. only vga and dvi connector.
laitinen,Intel i7 6700K + MSI Z170 SLI PLUS,S$380,Used,36,Great value CPU + MB Combo for sale
james_lye,"KEM-430AAA optical drive for PS3, Oppo BDP-83 (Normal/Special Edition)",S$30,Used,1,"Hi, I ordered this to attempt a fix on my PS3 that has problems reading certain game discs. But I did not proceed as the job looks tricky. This optical drive is sold ""as-is""."
myluxhome,Book an E-Showflat viewing (by qingjian developer),"S$898,571",527 sqft,5,Spotlight
tweetie_gal15,Airbot Supersonics (Red) 19KPa 45mins Turbo Cordless Vacuum Cleaner,S$70,Used,2,Seldom use mother preferred old ways sweep.  Bought on Jan 8 left 8 months warranty   Airbot Supersonics (Red) 19KPa 45mins Turbo Cordless Vacuum Cleaner Handheld Handstick Portable Car Vacuum Work With Xiaomi Robot Robotic Cleaner
smart_tech,Hair Shaving Hair Trimmer Hair Clipper,S$16.90,New,40,"YINGQU BLACK & YINGQU WHITE  Main Features:  2 Speeds Mode [ Standard And Turbo Mode ] Nano Ceramic Cutter R-Shape Round Cutter Head Not Harm Skin And Scalp Removable Cutter Head, Easy To Clean Variable Frequency Power Custom Length Control USB Type-C Fast Charging Long Lasting Battery Life Low Nois"
ranaazharas,Extron MLS 406SA Switcher @$80 Each,S$80,"Qty : 6pcs ($80 Each)  Can be power on but no further testing has been done. USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , t",1,New Carouseller
myluxhome,Chat with a Millionaire Top Producer from propnex! (need help? Non-obligation!),"S$888,888",888 sqft,5,Spotlight
mrsgohwubaba,Motorola Walkie Talkie,S$100,New,8,TLKR T8 968 channel combinations  LED torch Rechargeable battery  Weatherproof  10 km 
lovely25,"Upright Garment Steamer, Homever 1750W and 45s Fast-Heat Vertical Clothes Steamer with 1.1L Large Water Tank, Fabric Brush, Splint and 2 Hangers",S$70,New, ,"【Powerful Steaming】Aluminum heating elements with 1750W of power quickly heats up within 45s,1.1L water tank supports 45-60 minutes of continuous steam.High-temperature steam penetrates deeply into the fibers, effectively eliminates wrinkles and odor, and kills up to 99.9% of the germs.        【2 Ad"
ufo5353,WIWU Pencil Pro For ipad 2018 later,S$55,New,4,"Latest pencil from WIWU.  Support palm rejection. Magnetic.  Only for ipad year 2018 and later models.  No need to wait for long overseas shipping, stocks already in Sg.  Free postage for local sg address only.   ***2nd restock due to popularity ***  "
madolabo,soundblaster zxr sound card,S$200,Used,1,"soundblaster zxr soundcard hifi audio card for that crystal clear audio playback, recording and gaming  what you see is what you get  no control module  https://sg.creative.com/p/sound-blaster/sound-blaster-zxr"
pc_repair_sg,Computer Motherboard Repair,S$40,"WhatsApp Us: https://wa.me/6591253054
 
 How it works:
 1. There will be a $40 diagnostic charge, which includes a free pick-up from your home.
 2. Our diagnostics will uncover everything that needs to be fixed with your computer, and we will provide a no-obligation quotation for the repairs.
 3. If",1,Spotlight
fabpat,IPUX ICS2300/ICS2330,S$50,Used, ,http://www.amitie.com.tw/images/products/00102/ipux-ics-2330/ICS2300_ICS2330_Advanced%20Installation%20Guide.pdf
lionxsystems,Razer Huntsman TE (Tournament Edition) Gaming Keyboard,S$150,Used,15,"- Bought on 8 May 2020 @ Lazada  - Warranty till May 2022.  eReceipt available.  - Razer Linear Optical Switches. Equivalent to Cherry MX Speed Silver or a Super version of Cherry MX Red.  - Keycaps upgraded to Hyper X Doubleshot PBT Pudding Keycaps. (Except for F1-F12 keys)  - Original keycaps, Ful"
teamktm,Lenovo IdeaPad D330 Tablet,S$450,New,5,"Brand new and sealed. Local Warranty left another 11 months. Selling on Shopee for $499. Price fixed, thanks! Able to deliver at your convenience for $20."
ranaazharas,Sony DVD player @$40 Each,S$40,"Qty : 3pcs ($40 each) Working condition. No Remote. Model no : DVP-NS530 USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , that ",1,New Carouseller
4hims,Osim uMist Baby Hydrating ultrasonic humidifier,S$1,New, ,Name your best price.  Bnib
theonetimeshop,Laptop Sleeve marble blk and white,S$24,New, ,Computer Parts & Accessories
enchanteco,"ETERNAL Rose that Lasts 🥰 Everlasting gift for Special Event, Proposal, Birthday, Mother’s Day🌹 HANDCRAFTED PREMIUM QUALITY Rose Bear 🎁 LED Lights • Flower Bouquet 💐",S$88,"Everlasting Rose Teddy🌹💫  For Birthday, Proposal, Anniversary, Dinner Date 💍🧸✨  Spoil your loved ones in the special events like proposal, birthday, anniversary, graduation, or simply dinner date with our signature Mon Chéri rose teddy. 🐻🌹   ✨ What is Rose Teddy? Rose Teddy is a teddy shaped bear th",136,Spotlight
just_be_honest,Professional Cordless Water Flosser Dental Oral Flusher - Rechargeable Waterproof Electric Irrigators with Cleanable Water Tank,S$50,New,1,"Features & details 【New upgraded water tan】The upgraded detachable full-opening water tank can thoroughly clean scale and plaque, which is impossible for ordinary oral irrigators. 【【Double waterproof design】IPX7 waterproof design inside and outside provides double protection. Intelligent design prev"
wildestwolf,Livolo Touch Switched Socket with Tempered Glass Panel 2 Gang ,S$40,New,7,"Helping my friend to sell it away, so please don’t hesitate to drop in any DMs for enquiries.   Livolo digital touch switch with elegant and luxurious design available in black Color.  Livolo glass panel switches can be turned on and off with just a simple gesture. The touch light switches have adop"
nuglife,Lenovo Laptop Touchscreen IdeaPad Yoga 13,S$350,Used,70,Lenovo Laptop Touchscreen IdeaPad Yoga 13  Working condition  Price at lowest   #SpringCleanAndCarouSell
actioner,Logitech Meetup 4K Conference Cam (Video Conferencing Systems),"S$1,256",New, ,The perfect ConferenceCam for small conference or huddle rooms.  With 4K Optics and a super-wide 120-degree fields of view it makes every seat at the table clearly visible.  And its Integrated audio is optimised for huddle room acoustics ensuring everyone can be heard and as we as seen.  Small confe
hhtvi,3 Ply Face Mask,S$19,"●Buy 5 boxes FREE courier fee ●Ready Stock & we are Singapore Seller ●Payment today, ship out within 24hours ●FREE Mask holder&2 type of Mask Zip bag  ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ●  Why buy Protective Face Mask from us? ●Attractive fr",6,Spotlight
sg_hotseller,Xbox One Stereo Headset Adapter Game Audio Chat Mic for Microsoft Xbox One Controller (Black),S$30,New,3,Description  Specification: Colour: Black Material: Plastic Electronic Components Size: 8.3x2.8x5.5cm  Feature: -No need to connect anything to the console or TV/ receiver. A microphone is required for chat. -Enables most wired stereo gaming headsets to work for Xbox One. -Easily adjust chat audio w
